train, 0, 0.0, 6.0, 937.1145629882812
test_in, 0, 0.0, 6.0, 0
test_out, 0, 0.3335597826086957, 6.0, 0
train, 100, 0.21875, 1.421875, 2340.51123046875
test_in, 100, 0.3336693548387097, 1.6136592741935485, 0
test_out, 100, 0.022418478260869564, 2.3909646739130435, 0
train, 200, 0.609375, 1.65625, 2396.59814453125
test_in, 200, 0.5801411290322581, 1.5864415322580645, 0
test_out, 200, 0.05332880434782609, 2.8627717391304346, 0
train, 300, 0.5625, 1.71875, 2740.9072265625
test_in, 300, 0.5773689516129032, 1.7154737903225807, 0
test_out, 300, 0.09816576086956522, 3.268682065217391, 0
train, 400, 0.5625, 1.578125, 2904.49267578125
test_in, 400, 0.5844254032258065, 1.6995967741935485, 0
test_out, 400, 0.08695652173913043, 3.188858695652174, 0
train, 500, 0.578125, 1.734375, 3184.46630859375
test_in, 500, 0.5864415322580645, 1.7620967741935485, 0
test_out, 500, 0.10258152173913043, 3.3427309782608696, 0
train, 600, 0.53125, 1.5625, 3352.4130859375
test_in, 600, 0.5670362903225806, 1.857358870967742, 0
test_out, 600, 0.13111413043478262, 3.4870923913043477, 0
train, 700, 0.640625, 1.84375, 3491.833984375
test_in, 700, 0.5579637096774194, 1.8891129032258065, 0
test_out, 700, 0.13722826086956522, 3.5675951086956523, 0
train, 800, 0.46875, 1.734375, 3779.924560546875
test_in, 800, 0.5821572580645161, 1.8137600806451613, 0
test_out, 800, 0.11379076086956522, 3.4042119565217392, 0
train, 900, 0.65625, 1.546875, 3959.79345703125
test_in, 900, 0.5738407258064516, 1.8500504032258065, 0
test_out, 900, 0.12737771739130435, 3.4983016304347827, 0
train, 1000, 0.578125, 1.765625, 4170.47509765625
test_in, 1000, 0.5859375, 1.8024193548387097, 0
test_out, 1000, 0.09918478260869565, 3.329483695652174, 0
train, 1100, 0.5, 1.8125, 4297.0205078125
test_in, 1100, 0.5670362903225806, 1.8538306451612903, 0
test_out, 1100, 0.11956521739130435, 3.4541440217391304, 0
train, 1200, 0.609375, 1.5, 4779.5361328125
test_in, 1200, 0.5816532258064516, 1.8001512096774193, 0
test_out, 1200, 0.09578804347826086, 3.332880434782609, 0
train, 1300, 0.6875, 1.59375, 4819.12548828125
test_in, 1300, 0.578125, 1.811491935483871, 0
test_out, 1300, 0.09171195652173914, 3.2978940217391304, 0
train, 1400, 0.59375, 1.953125, 5071.0791015625
test_in, 1400, 0.5587197580645161, 1.8757560483870968, 0
test_out, 1400, 0.1297554347826087, 3.495244565217391, 0
train, 1500, 0.53125, 1.65625, 5464.8857421875
test_in, 1500, 0.5708165322580645, 1.8419858870967742, 0
test_out, 1500, 0.10869565217391304, 3.4052309782608696, 0
train, 1600, 0.59375, 1.78125, 5365.515625
test_in, 1600, 0.5390625, 1.9301915322580645, 0
test_out, 1600, 0.13417119565217392, 3.5166440217391304, 0
train, 1700, 0.546875, 1.90625, 5547.99267578125
test_in, 1700, 0.5851814516129032, 1.8099798387096775, 0
test_out, 1700, 0.08457880434782608, 3.2574728260869565, 0
train, 1800, 0.53125, 1.703125, 5813.7001953125
test_in, 1800, 0.5486391129032258, 1.9044858870967742, 0
test_out, 1800, 0.11650815217391304, 3.459578804347826, 0
train, 1900, 0.5625, 1.96875, 5887.876953125
test_in, 1900, 0.5640120967741935, 1.870211693548387, 0
test_out, 1900, 0.11277173913043478, 3.424932065217391, 0
train, 2000, 0.53125, 1.8125, 6082.82421875
test_in, 2000, 0.5564516129032258, 1.8989415322580645, 0
test_out, 2000, 0.12703804347826086, 3.4877717391304346, 0
train, 2100, 0.53125, 1.875, 6053.244140625
test_in, 2100, 0.5325100806451613, 1.9793346774193548, 0
test_out, 2100, 0.15760869565217392, 3.652173913043478, 0
train, 2200, 0.515625, 2.078125, 6127.48095703125
